Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Renda_Bruta_€
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,67,27368
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,68,31933
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,69,28145
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,70,25667
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,71,28369
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,72,32166
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,73,27402
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,74,25229
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,75,30185
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,27604
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,25314
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,25671
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,26803
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,26235
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,26487
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,27153
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,29012
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,27191
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,28581
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,31885
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,30210
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,26982
2023,7,Horta-Guinardó,33,el Baix Guinardó,1,29044
2023,7,Horta-Guinardó,33,el Baix Guinardó,2,24151
2023,7,Horta-Guinardó,33,el Baix Guinardó,3,25227
2023,7,Horta-Guinardó,33,el Baix Guinardó,4,22323
2023,7,Horta-Guinardó,33,el Baix Guinardó,5,23545
2023,7,Horta-Guinardó,33,el Baix Guinardó,6,25467
2023,7,Horta-Guinardó,33,el Baix Guinardó,7,22724
2023,7,Horta-Guinardó,33,el Baix Guinardó,8,24820
2023,7,Horta-Guinardó,33,el Baix Guinardó,9,21870
2023,7,Horta-Guinardó,33,el Baix Guinardó,10,26113
2023,7,Horta-Guinardó,33,el Baix Guinardó,11,24214
2023,7,Horta-Guinardó,33,el Baix Guinardó,12,21853
2023,7,Horta-Guinardó,33,el Baix Guinardó,13,25257
2023,7,Horta-Guinardó,33,el Baix Guinardó,14,21651
2023,7,Horta-Guinardó,33,el Baix Guinardó,15,23358
2023,7,Horta-Guinardó,33,el Baix Guinardó,16,26817
2023,7,Horta-Guinardó,33,el Baix Guinardó,17,23004
2023,7,Horta-Guinardó,33,el Baix Guinardó,18,22557
2023,7,Horta-Guinardó,33,el Baix Guinardó,19,24547
2023,7,Horta-Guinardó,34,Can Baró,20,23341
2023,7,Horta-Guinardó,34,Can Baró,21,27574
2023,7,Horta-Guinardó,34,Can Baró,22,22814
2023,7,Horta-Guinardó,34,Can Baró,23,19264
2023,7,Horta-Guinardó,34,Can Baró,24,21419
2023,7,Horta-Guinardó,34,Can Baró,25,20698
2023,7,Horta-Guinardó,34,Can Baró,26,21325
2023,7,Horta-Guinardó,35,el Guinardó,27,20898
2023,7,Horta-Guinardó,35,el Guinardó,28,22048
2023,7,Horta-Guinardó,35,el Guinardó,29,25391
2023,7,Horta-Guinardó,35,el Guinardó,30,19484
2023,7,Horta-Guinardó,35,el Guinardó,31,19246
2023,7,Horta-Guinardó,35,el Guinardó,32,22824
2023,7,Horta-Guinardó,35,el Guinardó,33,23985
2023,7,Horta-Guinardó,35,el Guinardó,34,26350
2023,7,Horta-Guinardó,35,el Guinardó,35,26265
2023,7,Horta-Guinardó,35,el Guinardó,36,26596
2023,7,Horta-Guinardó,35,el Guinardó,37,23064
2023,7,Horta-Guinardó,35,el Guinardó,38,23293
2023,7,Horta-Guinardó,35,el Guinardó,39,24667
2023,7,Horta-Guinardó,35,el Guinardó,40,23465
2023,7,Horta-Guinardó,35,el Guinardó,41,21193
2023,7,Horta-Guinardó,35,el Guinardó,42,23015
2023,7,Horta-Guinardó,35,el Guinardó,43,23208
2023,7,Horta-Guinardó,35,el Guinardó,44,24412
2023,7,Horta-Guinardó,35,el Guinardó,45,21560
2023,7,Horta-Guinardó,35,el Guinardó,46,21671
2023,7,Horta-Guinardó,35,el Guinardó,47,22313
2023,7,Horta-Guinardó,35,el Guinardó,48,22887
2023,7,Horta-Guinardó,35,el Guinardó,49,22270
2023,7,Horta-Guinardó,35,el Guinardó,50,21683
2023,7,Horta-Guinardó,35,el Guinardó,51,22310
2023,7,Horta-Guinardó,36,la Font d'en Fargues,52,28092
2023,7,Horta-Guinardó,36,la Font d'en Fargues,53,24433
2023,7,Horta-Guinardó,36,la Font d'en Fargues,54,32714
2023,7,Horta-Guinardó,36,la Font d'en Fargues,55,39439
2023,7,Horta-Guinardó,36,la Font d'en Fargues,56,25694
2023,7,Horta-Guinardó,36,la Font d'en Fargues,57,26447
2023,7,Horta-Guinardó,36,la Font d'en Fargues,58,24787
2023,7,Horta-Guinardó,37,el Carmel,59,17412
2023,7,Horta-Guinardó,37,el Carmel,60,17668
2023,7,Horta-Guinardó,37,el Carmel,61,18129
2023,7,Horta-Guinardó,37,el Carmel,62,18278
2023,7,Horta-Guinardó,37,el Carmel,63,15020
2023,7,Horta-Guinardó,37,el Carmel,64,16032
2023,7,Horta-Guinardó,37,el Carmel,65,14262
2023,7,Horta-Guinardó,37,el Carmel,66,15275
2023,7,Horta-Guinardó,37,el Carmel,67,15587
2023,7,Horta-Guinardó,37,el Carmel,68,13701
2023,7,Horta-Guinardó,37,el Carmel,69,14851
2023,7,Horta-Guinardó,37,el Carmel,70,16047
2023,7,Horta-Guinardó,37,el Carmel,71,18218
2023,7,Horta-Guinardó,37,el Carmel,72,18352
2023,7,Horta-Guinardó,37,el Carmel,73,15677
2023,7,Horta-Guinardó,37,el Carmel,74,15772
2023,7,Horta-Guinardó,37,el Carmel,75,16128
2023,7,Horta-Guinardó,37,el Carmel,76,15584
2023,7,Horta-Guinardó,37,el Carmel,77,15932
2023,7,Horta-Guinardó,37,el Carmel,78,16056
2023,7,Horta-Guinardó,37,el Carmel,79,15433
2023,7,Horta-Guinardó,37,el Carmel,80,16561
2023,7,Horta-Guinardó,38,la Teixonera,81,19238
2023,7,Horta-Guinardó,38,la Teixonera,82,17496
2023,7,Horta-Guinardó,38,la Teixonera,83,17176
2023,7,Horta-Guinardó,38,la Teixonera,84,17609
2023,7,Horta-Guinardó,38,la Teixonera,85,19335
2023,7,Horta-Guinardó,38,la Teixonera,86,17710
2023,7,Horta-Guinardó,38,la Teixonera,87,19620
2023,7,Horta-Guinardó,38,la Teixonera,88,18566
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,22660
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,19489
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,19706
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,14416
2023,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,17984
2023,7,Horta-Guinardó,40,Montbau,94,21372
2023,7,Horta-Guinardó,40,Montbau,95,20954
2023,7,Horta-Guinardó,40,Montbau,96,18943
2023,7,Horta-Guinardó,40,Montbau,97,24054
2023,7,Horta-Guinardó,41,la Vall d'Hebron,98,30470
2023,7,Horta-Guinardó,41,la Vall d'Hebron,99,25019
2023,7,Horta-Guinardó,41,la Vall d'Hebron,100,21732
2023,7,Horta-Guinardó,41,la Vall d'Hebron,101,22228
2023,7,Horta-Guinardó,42,la Clota,102,22597
2023,7,Horta-Guinardó,43,Horta,103,20065
2023,7,Horta-Guinardó,43,Horta,104,18466
2023,7,Horta-Guinardó,43,Horta,105,24517
2023,7,Horta-Guinardó,43,Horta,106,23356
2023,7,Horta-Guinardó,43,Horta,107,27281
2023,7,Horta-Guinardó,43,Horta,108,23288
2023,7,Horta-Guinardó,43,Horta,109,18295
2023,7,Horta-Guinardó,43,Horta,110,24537
2023,7,Horta-Guinardó,43,Horta,111,26567
2023,7,Horta-Guinardó,43,Horta,112,23006
2023,7,Horta-Guinardó,43,Horta,113,20319
2023,7,Horta-Guinardó,43,Horta,114,23581
2023,7,Horta-Guinardó,43,Horta,115,28603
2023,7,Horta-Guinardó,43,Horta,116,22078
2023,7,Horta-Guinardó,43,Horta,117,22871
2023,7,Horta-Guinardó,43,Horta,118,21884
2023,7,Horta-Guinardó,43,Horta,119,19470
2023,7,Horta-Guinardó,43,Horta,120,20366
2023,7,Horta-Guinardó,43,Horta,121,18193
2023,7,Horta-Guinardó,43,Horta,122,21815
2023,7,Horta-Guinardó,43,Horta,123,23816
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,20290
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,22826
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,19830
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,19500
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,20670
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,21291
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,21367
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,21655
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,19298
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,24064
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,23232
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,21807
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,20467
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,19027
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,17435
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,19984
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,22253
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,20515
2023,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,18638
2023,8,Nou Barris,45,Porta,20,19514
2023,8,Nou Barris,45,Porta,21,20905
2023,8,Nou Barris,45,Porta,22,20054
2023,8,Nou Barris,45,Porta,23,18189
2023,8,Nou Barris,45,Porta,24,19070
2023,8,Nou Barris,45,Porta,25,16992
2023,8,Nou Barris,45,Porta,26,20736
2023,8,Nou Barris,45,Porta,27,21974
2023,8,Nou Barris,45,Porta,28,18515
2023,8,Nou Barris,45,Porta,29,15857
2023,8,Nou Barris,45,Porta,30,18177
2023,8,Nou Barris,45,Porta,31,18994
2023,8,Nou Barris,45,Porta,32,19394
2023,8,Nou Barris,45,Porta,33,16400
2023,8,Nou Barris,45,Porta,34,14802
2023,8,Nou Barris,45,Porta,35,17824
2023,8,Nou Barris,45,Porta,36,14783
2023,8,Nou Barris,45,Porta,37,17618
2023,8,Nou Barris,46,el Turó de la Peira,38,16276
2023,8,Nou Barris,46,el Turó de la Peira,39,16775
2023,8,Nou Barris,46,el Turó de la Peira,40,14700
2023,8,Nou Barris,46,el Turó de la Peira,41,12069
2023,8,Nou Barris,46,el Turó de la Peira,42,19408
2023,8,Nou Barris,46,el Turó de la Peira,43,17683
2023,8,Nou Barris,46,el Turó de la Peira,44,14533
2023,8,Nou Barris,46,el Turó de la Peira,45,14086
2023,8,Nou Barris,46,el Turó de la Peira,46,15836
2023,8,Nou Barris,46,el Turó de la Peira,47,13456
2023,8,Nou Barris,47,Can Peguera,48,11737
2023,8,Nou Barris,47,Can Peguera,49,16028
2023,8,Nou Barris,48,la Guineueta,50,22910
2023,8,Nou Barris,48,la Guineueta,51,21646
2023,8,Nou Barris,48,la Guineueta,52,19696
2023,8,Nou Barris,48,la Guineueta,53,22068
2023,8,Nou Barris,48,la Guineueta,54,20212
2023,8,Nou Barris,48,la Guineueta,55,25876
2023,8,Nou Barris,48,la Guineueta,56,18177
2023,8,Nou Barris,48,la Guineueta,57,19286
2023,8,Nou Barris,48,la Guineueta,58,16771
2023,8,Nou Barris,48,la Guineueta,59,17908
2023,8,Nou Barris,49,Canyelles,60,20163
2023,8,Nou Barris,49,Canyelles,61,17705
2023,8,Nou Barris,49,Canyelles,62,19664
2023,8,Nou Barris,49,Canyelles,63,23142
2023,8,Nou Barris,49,Canyelles,64,17134
2023,8,Nou Barris,50,les Roquetes,65,13353
2023,8,Nou Barris,50,les Roquetes,66,11861
2023,8,Nou Barris,50,les Roquetes,67,15462
2023,8,Nou Barris,50,les Roquetes,68,12977
2023,8,Nou Barris,50,les Roquetes,69,13684
2023,8,Nou Barris,50,les Roquetes,70,13001
2023,8,Nou Barris,50,les Roquetes,71,14041
2023,8,Nou Barris,50,les Roquetes,72,16133
2023,8,Nou Barris,50,les Roquetes,73,12033
2023,8,Nou Barris,50,les Roquetes,74,12901
2023,8,Nou Barris,51,Verdun,75,15603
2023,8,Nou Barris,51,Verdun,76,16326
2023,8,Nou Barris,51,Verdun,77,13721
2023,8,Nou Barris,51,Verdun,78,14062
2023,8,Nou Barris,51,Verdun,79,14104
2023,8,Nou Barris,51,Verdun,80,15051
2023,8,Nou Barris,51,Verdun,81,13488
2023,8,Nou Barris,51,Verdun,82,15689
2023,8,Nou Barris,52,la Prosperitat,83,15842
2023,8,Nou Barris,52,la Prosperitat,84,17521
2023,8,Nou Barris,52,la Prosperitat,85,15591
2023,8,Nou Barris,52,la Prosperitat,86,16954
2023,8,Nou Barris,52,la Prosperitat,87,16410
2023,8,Nou Barris,52,la Prosperitat,88,16314
2023,8,Nou Barris,52,la Prosperitat,89,16955
2023,8,Nou Barris,52,la Prosperitat,90,17279
2023,8,Nou Barris,52,la Prosperitat,91,16607
2023,8,Nou Barris,52,la Prosperitat,92,17642
2023,8,Nou Barris,52,la Prosperitat,93,16649
2023,8,Nou Barris,52,la Prosperitat,94,17316
2023,8,Nou Barris,52,la Prosperitat,95,21114
2023,8,Nou Barris,52,la Prosperitat,96,17351
2023,8,Nou Barris,52,la Prosperitat,97,16002
2023,8,Nou Barris,52,la Prosperitat,98,15789
2023,8,Nou Barris,52,la Prosperitat,99,15300
2023,8,Nou Barris,52,la Prosperitat,100,16067
2023,8,Nou Barris,52,la Prosperitat,101,17299
2023,8,Nou Barris,52,la Prosperitat,102,14034
2023,8,Nou Barris,53,la Trinitat Nova,103,11885
2023,8,Nou Barris,53,la Trinitat Nova,104,13373
2023,8,Nou Barris,53,la Trinitat Nova,105,13556
2023,8,Nou Barris,53,la Trinitat Nova,106,12628
2023,8,Nou Barris,53,la Trinitat Nova,107,14145
2023,8,Nou Barris,54,Torre Baró,108,12389
2023,8,Nou Barris,54,Torre Baró,109,13021
2023,8,Nou Barris,55,Ciutat Meridiana,110,10209
2023,8,Nou Barris,55,Ciutat Meridiana,111,10521
2023,8,Nou Barris,55,Ciutat Meridiana,112,11601
2023,8,Nou Barris,55,Ciutat Meridiana,113,11039
2023,8,Nou Barris,55,Ciutat Meridiana,114,12116
2023,8,Nou Barris,55,Ciutat Meridiana,115,11913
2023,8,Nou Barris,56,Vallbona,116,13200
2023,8,Nou Barris,48,la Guineueta,215,20792
2023,9,Sant Andreu,57,la Trinitat Vella,1,10626
2023,9,Sant Andreu,57,la Trinitat Vella,2,12049
2023,9,Sant Andreu,57,la Trinitat Vella,3,12437
2023,9,Sant Andreu,57,la Trinitat Vella,4,14815
2023,9,Sant Andreu,57,la Trinitat Vella,5,17831
2023,9,Sant Andreu,58,Baró de Viver,6,13156
2023,9,Sant Andreu,58,Baró de Viver,7,12960
2023,9,Sant Andreu,59,el Bon Pastor,8,27226
2023,9,Sant Andreu,59,el Bon Pastor,9,19204
2023,9,Sant Andreu,59,el Bon Pastor,10,16769
2023,9,Sant Andreu,59,el Bon Pastor,11,13940
2023,9,Sant Andreu,59,el Bon Pastor,13,12080
2023,9,Sant Andreu,59,el Bon Pastor,14,14642
2023,9,Sant Andreu,59,el Bon Pastor,15,14030
2023,9,Sant Andreu,60,Sant Andreu,16,21462
2023,9,Sant Andreu,60,Sant Andreu,17,22948
2023,9,Sant Andreu,60,Sant Andreu,18,21097
2023,9,Sant Andreu,60,Sant Andreu,19,24617
2023,9,Sant Andreu,60,Sant Andreu,20,23384
2023,9,Sant Andreu,60,Sant Andreu,21,24313
2023,9,Sant Andreu,60,Sant Andreu,22,26037
2023,9,Sant Andreu,60,Sant Andreu,23,25480
2023,9,Sant Andreu,60,Sant Andreu,24,23468
2023,9,Sant Andreu,60,Sant Andreu,25,26334
2023,9,Sant Andreu,60,Sant Andreu,26,24917
2023,9,Sant Andreu,60,Sant Andreu,27,23677
2023,9,Sant Andreu,60,Sant Andreu,28,29036
2023,9,Sant Andreu,60,Sant Andreu,29,21861
2023,9,Sant Andreu,60,Sant Andreu,30,23877
2023,9,Sant Andreu,60,Sant Andreu,31,25162
2023,9,Sant Andreu,60,Sant Andreu,32,18263
2023,9,Sant Andreu,60,Sant Andreu,33,20978
2023,9,Sant Andreu,60,Sant Andreu,34,18403
2023,9,Sant Andreu,60,Sant Andreu,35,21756
2023,9,Sant Andreu,60,Sant Andreu,36,23435
2023,9,Sant Andreu,60,Sant Andreu,37,18780
2023,9,Sant Andreu,60,Sant Andreu,38,23891
2023,9,Sant Andreu,60,Sant Andreu,39,22744
2023,9,Sant Andreu,60,Sant Andreu,40,26130
2023,9,Sant Andreu,60,Sant Andreu,41,22309
2023,9,Sant Andreu,60,Sant Andreu,42,24738
2023,9,Sant Andreu,60,Sant Andreu,43,20648
2023,9,Sant Andreu,60,Sant Andreu,44,24096
2023,9,Sant Andreu,60,Sant Andreu,45,22863
2023,9,Sant Andreu,60,Sant Andreu,46,25103
2023,9,Sant Andreu,60,Sant Andreu,47,25152
2023,9,Sant Andreu,60,Sant Andreu,48,22161
2023,9,Sant Andreu,60,Sant Andreu,49,21105
2023,9,Sant Andreu,60,Sant Andreu,50,24710
2023,9,Sant Andreu,60,Sant Andreu,51,23927
2023,9,Sant Andreu,60,Sant Andreu,52,23058
2023,9,Sant Andreu,60,Sant Andreu,53,24839
2023,9,Sant Andreu,60,Sant Andreu,54,23916
2023,9,Sant Andreu,61,la Sagrera,55,17445
2023,9,Sant Andreu,61,la Sagrera,56,21742
2023,9,Sant Andreu,61,la Sagrera,57,20698
2023,9,Sant Andreu,61,la Sagrera,58,23185
2023,9,Sant Andreu,61,la Sagrera,59,23211
2023,9,Sant Andreu,61,la Sagrera,60,20955
2023,9,Sant Andreu,61,la Sagrera,61,25024
2023,9,Sant Andreu,61,la Sagrera,62,23556
2023,9,Sant Andreu,61,la Sagrera,63,25633
2023,9,Sant Andreu,61,la Sagrera,64,22345
2023,9,Sant Andreu,61,la Sagrera,65,20560
2023,9,Sant Andreu,61,la Sagrera,66,25285
2023,9,Sant Andreu,61,la Sagrera,67,19728
2023,9,Sant Andreu,61,la Sagrera,68,22861
2023,9,Sant Andreu,61,la Sagrera,69,20910
2023,9,Sant Andreu,61,la Sagrera,70,16553
2023,9,Sant Andreu,61,la Sagrera,71,19721
2023,9,Sant Andreu,61,la Sagrera,72,17032
2023,9,Sant Andreu,61,la Sagrera,73,22168
2023,9,Sant Andreu,62,el Congrés i els Indians,74,20621
2023,9,Sant Andreu,62,el Congrés i els Indians,75,20292
2023,9,Sant Andreu,62,el Congrés i els Indians,76,20723
2023,9,Sant Andreu,62,el Congrés i els Indians,77,21265
2023,9,Sant Andreu,62,el Congrés i els Indians,78,22699
2023,9,Sant Andreu,62,el Congrés i els Indians,79,23267
2023,9,Sant Andreu,62,el Congrés i els Indians,80,22574
2023,9,Sant Andreu,62,el Congrés i els Indians,81,21364
2023,9,Sant Andreu,62,el Congrés i els Indians,82,21654
2023,9,Sant Andreu,63,Navas,83,22666
2023,9,Sant Andreu,63,Navas,84,25184
2023,9,Sant Andreu,63,Navas,85,22658
2023,9,Sant Andreu,63,Navas,86,21979
2023,9,Sant Andreu,63,Navas,87,23437
2023,9,Sant Andreu,63,Navas,88,20277
2023,9,Sant Andreu,63,Navas,89,20747
2023,9,Sant Andreu,63,Navas,90,20622
2023,9,Sant Andreu,63,Navas,91,21725
2023,9,Sant Andreu,63,Navas,92,22087
2023,9,Sant Andreu,63,Navas,93,22021
2023,9,Sant Andreu,63,Navas,94,22439
2023,9,Sant Andreu,63,Navas,95,23456
2023,9,Sant Andreu,61,la Sagrera,156,19770
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,19917
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,22226
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,24238
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,22092
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,23235
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,24471
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,30419
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,24003
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,23134
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,22820
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,25138
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,24720
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,23387
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,23932
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,23828
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,24924
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,24463
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,22756
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,23993
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,20229
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,21364
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,23704
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,22280
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,23991
2023,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,22536
2023,10,Sant Martí,65,el Clot,26,25442
2023,10,Sant Martí,65,el Clot,27,23498
2023,10,Sant Martí,65,el Clot,28,22351
2023,10,Sant Martí,65,el Clot,29,21099
2023,10,Sant Martí,65,el Clot,30,21873
2023,10,Sant Martí,65,el Clot,31,22456
2023,10,Sant Martí,65,el Clot,32,25454
2023,10,Sant Martí,65,el Clot,33,27025
2023,10,Sant Martí,65,el Clot,34,22088
2023,10,Sant Martí,65,el Clot,35,24843
2023,10,Sant Martí,65,el Clot,36,26657
2023,10,Sant Martí,65,el Clot,37,18034
2023,10,Sant Martí,65,el Clot,38,23682
2023,10,Sant Martí,65,el Clot,39,21834
2023,10,Sant Martí,65,el Clot,40,23541
2023,10,Sant Martí,65,el Clot,41,24061
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,22709
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,25349
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,24860
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,27114
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,26401
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,26443
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,27958
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,25184
2023,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,27181
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,28617
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,37911
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,44559
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,39309
2023,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,41908
2023,10,Sant Martí,68,el Poblenou,56,23379
2023,10,Sant Martí,68,el Poblenou,57,23334
2023,10,Sant Martí,68,el Poblenou,58,22370
2023,10,Sant Martí,68,el Poblenou,59,27211
2023,10,Sant Martí,68,el Poblenou,60,24512
2023,10,Sant Martí,68,el Poblenou,61,27475
2023,10,Sant Martí,68,el Poblenou,62,26641
2023,10,Sant Martí,68,el Poblenou,63,29040
2023,10,Sant Martí,68,el Poblenou,64,27451
2023,10,Sant Martí,68,el Poblenou,65,26191
2023,10,Sant Martí,68,el Poblenou,66,26454
2023,10,Sant Martí,68,el Poblenou,67,36991
2023,10,Sant Martí,68,el Poblenou,68,29651
2023,10,Sant Martí,68,el Poblenou,69,30803
2023,10,Sant Martí,68,el Poblenou,70,24969
2023,10,Sant Martí,68,el Poblenou,71,27526
2023,10,Sant Martí,68,el Poblenou,72,25488
2023,10,Sant Martí,68,el Poblenou,73,21589
2023,10,Sant Martí,68,el Poblenou,74,22151
2023,10,Sant Martí,68,el Poblenou,75,23447
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,28467
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,32431
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,34224
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,28178
2023,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,41204
2023,10,Sant Martí,70,el Besòs i el Maresme,81,17162
2023,10,Sant Martí,70,el Besòs i el Maresme,82,10009
2023,10,Sant Martí,70,el Besòs i el Maresme,83,9157
2023,10,Sant Martí,70,el Besòs i el Maresme,84,12439
2023,10,Sant Martí,70,el Besòs i el Maresme,85,11522
2023,10,Sant Martí,70,el Besòs i el Maresme,86,13108
2023,10,Sant Martí,70,el Besòs i el Maresme,87,13034
2023,10,Sant Martí,70,el Besòs i el Maresme,88,19291
2023,10,Sant Martí,70,el Besòs i el Maresme,89,13524
2023,10,Sant Martí,70,el Besòs i el Maresme,90,15135
2023,10,Sant Martí,70,el Besòs i el Maresme,91,17217
2023,10,Sant Martí,70,el Besòs i el Maresme,92,21746
2023,10,Sant Martí,70,el Besòs i el Maresme,93,22624
2023,10,Sant Martí,71,Provençals del Poblenou,94,25970
2023,10,Sant Martí,71,Provençals del Poblenou,95,20472
2023,10,Sant Martí,71,Provençals del Poblenou,96,27229
2023,10,Sant Martí,71,Provençals del Poblenou,97,27089
2023,10,Sant Martí,71,Provençals del Poblenou,98,24961
2023,10,Sant Martí,71,Provençals del Poblenou,99,16233
2023,10,Sant Martí,71,Provençals del Poblenou,100,18905
2023,10,Sant Martí,71,Provençals del Poblenou,101,19743
2023,10,Sant Martí,71,Provençals del Poblenou,102,18416
2023,10,Sant Martí,71,Provençals del Poblenou,103,20465
2023,10,Sant Martí,71,Provençals del Poblenou,104,23738
2023,10,Sant Martí,72,Sant Martí de Provençals,105,21729
2023,10,Sant Martí,72,Sant Martí de Provençals,106,19852
2023,10,Sant Martí,72,Sant Martí de Provençals,107,25764
2023,10,Sant Martí,72,Sant Martí de Provençals,108,19785
2023,10,Sant Martí,72,Sant Martí de Provençals,109,18288
2023,10,Sant Martí,72,Sant Martí de Provençals,110,18897
2023,10,Sant Martí,72,Sant Martí de Provençals,111,19989
2023,10,Sant Martí,72,Sant Martí de Provençals,112,24596
2023,10,Sant Martí,72,Sant Martí de Provençals,113,20387
2023,10,Sant Martí,72,Sant Martí de Provençals,114,16286
2023,10,Sant Martí,72,Sant Martí de Provençals,115,18277
2023,10,Sant Martí,72,Sant Martí de Provençals,116,17422
