Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2024,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5097,9
2024,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,113,5098,14
2024,6,Gràcia,28,Vallcarca i els Penitents,114,6001,19
2024,6,Gràcia,28,Vallcarca i els Penitents,114,6002,13
2024,6,Gràcia,28,Vallcarca i els Penitents,114,6003,17
2024,6,Gràcia,28,Vallcarca i els Penitents,114,6004,13
2024,6,Gràcia,28,Vallcarca i els Penitents,115,6006,7
2024,6,Gràcia,28,Vallcarca i els Penitents,115,6007,17
2024,6,Gràcia,28,Vallcarca i els Penitents,115,6008,21
2024,6,Gràcia,28,Vallcarca i els Penitents,116,6009,6
2024,6,Gràcia,28,Vallcarca i els Penitents,116,6010,..
2024,6,Gràcia,28,Vallcarca i els Penitents,117,6011,19
2024,6,Gràcia,28,Vallcarca i els Penitents,117,6012,10
2024,6,Gràcia,29,el Coll,118,6013,16
2024,6,Gràcia,29,el Coll,118,6014,13
2024,6,Gràcia,29,el Coll,118,6015,9
2024,6,Gràcia,29,el Coll,118,6016,12
2024,6,Gràcia,29,el Coll,118,6017,13
2024,6,Gràcia,30,la Salut,119,6018,11
2024,6,Gràcia,30,la Salut,119,6019,10
2024,6,Gràcia,30,la Salut,119,6020,21
2024,6,Gràcia,30,la Salut,119,6021,12
2024,6,Gràcia,30,la Salut,120,6022,16
2024,6,Gràcia,30,la Salut,120,6023,16
2024,6,Gràcia,30,la Salut,120,6024,18
2024,6,Gràcia,30,la Salut,120,6025,13
2024,6,Gràcia,30,la Salut,120,6026,11
2024,6,Gràcia,30,la Salut,120,6027,9
2024,6,Gràcia,31,la Vila de Gràcia,121,6028,12
2024,6,Gràcia,31,la Vila de Gràcia,121,6029,10
2024,6,Gràcia,31,la Vila de Gràcia,121,6030,10
2024,6,Gràcia,31,la Vila de Gràcia,121,6031,..
2024,6,Gràcia,31,la Vila de Gràcia,121,6032,12
2024,6,Gràcia,31,la Vila de Gràcia,122,6033,15
2024,6,Gràcia,31,la Vila de Gràcia,122,6034,11
2024,6,Gràcia,31,la Vila de Gràcia,122,6035,11
2024,6,Gràcia,31,la Vila de Gràcia,122,6036,27
2024,6,Gràcia,31,la Vila de Gràcia,123,6037,..
2024,6,Gràcia,31,la Vila de Gràcia,123,6038,16
2024,6,Gràcia,31,la Vila de Gràcia,123,6039,14
2024,6,Gràcia,31,la Vila de Gràcia,124,6040,21
2024,6,Gràcia,31,la Vila de Gràcia,124,6041,12
2024,6,Gràcia,31,la Vila de Gràcia,124,6042,13
2024,6,Gràcia,31,la Vila de Gràcia,125,6043,15
2024,6,Gràcia,31,la Vila de Gràcia,125,6044,9
2024,6,Gràcia,31,la Vila de Gràcia,126,6045,5
2024,6,Gràcia,31,la Vila de Gràcia,126,6046,5
2024,6,Gràcia,31,la Vila de Gràcia,126,6047,7
2024,6,Gràcia,31,la Vila de Gràcia,126,6048,7
2024,6,Gràcia,31,la Vila de Gràcia,127,6049,9
2024,6,Gràcia,31,la Vila de Gràcia,127,6050,9
2024,6,Gràcia,31,la Vila de Gràcia,127,6051,10
2024,6,Gràcia,31,la Vila de Gràcia,128,6052,15
2024,6,Gràcia,31,la Vila de Gràcia,128,6053,9
2024,6,Gràcia,31,la Vila de Gràcia,128,6054,11
2024,6,Gràcia,31,la Vila de Gràcia,129,6055,25
2024,6,Gràcia,31,la Vila de Gràcia,129,6056,11
2024,6,Gràcia,31,la Vila de Gràcia,129,6057,14
2024,6,Gràcia,31,la Vila de Gràcia,129,6058,9
2024,6,Gràcia,31,la Vila de Gràcia,129,6059,18
2024,6,Gràcia,31,la Vila de Gràcia,130,6060,13
2024,6,Gràcia,31,la Vila de Gràcia,130,6061,11
2024,6,Gràcia,31,la Vila de Gràcia,130,6062,7
2024,6,Gràcia,31,la Vila de Gràcia,130,6063,9
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6064,19
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6065,10
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6066,5
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6067,14
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6068,12
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6069,9
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,131,6070,19
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6071,9
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6072,12
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6073,15
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6074,..
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6075,17
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,132,6076,15
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6077,8
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6078,..
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6079,8
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6080,9
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,133,6081,8
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6082,26
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6083,23
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6084,15
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6085,11
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6086,10
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6087,13
2024,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,134,6088,8
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7001,60
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7002,14
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7003,12
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7004,10
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7005,16
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7006,7
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7007,47
2024,7,Horta-Guinardó,33,el Baix Guinardó,135,7008,20
2024,7,Horta-Guinardó,33,el Baix Guinardó,136,7009,6
2024,7,Horta-Guinardó,33,el Baix Guinardó,136,7010,9
2024,7,Horta-Guinardó,33,el Baix Guinardó,136,7011,7
2024,7,Horta-Guinardó,33,el Baix Guinardó,136,7012,15
2024,7,Horta-Guinardó,33,el Baix Guinardó,136,7013,7
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7014,8
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7015,17
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7016,16
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7017,17
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7018,13
2024,7,Horta-Guinardó,33,el Baix Guinardó,137,7019,19
2024,7,Horta-Guinardó,34,Can Baró,138,7020,16
2024,7,Horta-Guinardó,34,Can Baró,138,7021,6
2024,7,Horta-Guinardó,34,Can Baró,138,7022,11
2024,7,Horta-Guinardó,34,Can Baró,138,7023,6
2024,7,Horta-Guinardó,34,Can Baró,138,7024,9
2024,7,Horta-Guinardó,34,Can Baró,138,7025,15
2024,7,Horta-Guinardó,34,Can Baró,138,7026,13
2024,7,Horta-Guinardó,35,el Guinardó,139,7027,7
2024,7,Horta-Guinardó,35,el Guinardó,139,7028,14
2024,7,Horta-Guinardó,35,el Guinardó,139,7029,19
2024,7,Horta-Guinardó,35,el Guinardó,139,7030,13
2024,7,Horta-Guinardó,35,el Guinardó,140,7031,14
2024,7,Horta-Guinardó,35,el Guinardó,140,7032,10
2024,7,Horta-Guinardó,35,el Guinardó,140,7033,16
2024,7,Horta-Guinardó,35,el Guinardó,140,7034,11
2024,7,Horta-Guinardó,35,el Guinardó,140,7035,16
2024,7,Horta-Guinardó,35,el Guinardó,140,7036,12
2024,7,Horta-Guinardó,35,el Guinardó,140,7037,14
2024,7,Horta-Guinardó,35,el Guinardó,140,7038,11
2024,7,Horta-Guinardó,35,el Guinardó,141,7039,11
2024,7,Horta-Guinardó,35,el Guinardó,141,7040,11
2024,7,Horta-Guinardó,35,el Guinardó,141,7041,10
2024,7,Horta-Guinardó,35,el Guinardó,142,7042,18
2024,7,Horta-Guinardó,35,el Guinardó,142,7043,8
2024,7,Horta-Guinardó,35,el Guinardó,142,7044,20
2024,7,Horta-Guinardó,35,el Guinardó,142,7045,9
2024,7,Horta-Guinardó,35,el Guinardó,142,7046,19
2024,7,Horta-Guinardó,35,el Guinardó,143,7047,10
2024,7,Horta-Guinardó,35,el Guinardó,143,7048,15
2024,7,Horta-Guinardó,35,el Guinardó,143,7049,12
2024,7,Horta-Guinardó,35,el Guinardó,143,7050,7
2024,7,Horta-Guinardó,35,el Guinardó,143,7051,18
2024,7,Horta-Guinardó,36,la Font d'en Fargues,144,7052,26
2024,7,Horta-Guinardó,36,la Font d'en Fargues,144,7053,15
2024,7,Horta-Guinardó,36,la Font d'en Fargues,144,7054,15
2024,7,Horta-Guinardó,36,la Font d'en Fargues,145,7055,7
2024,7,Horta-Guinardó,36,la Font d'en Fargues,145,7056,12
2024,7,Horta-Guinardó,36,la Font d'en Fargues,145,7057,14
2024,7,Horta-Guinardó,36,la Font d'en Fargues,145,7058,8
2024,7,Horta-Guinardó,37,el Carmel,146,7059,15
2024,7,Horta-Guinardó,37,el Carmel,146,7060,14
2024,7,Horta-Guinardó,37,el Carmel,147,7061,11
2024,7,Horta-Guinardó,37,el Carmel,147,7062,14
2024,7,Horta-Guinardó,37,el Carmel,147,7063,16
2024,7,Horta-Guinardó,37,el Carmel,147,7064,15
2024,7,Horta-Guinardó,37,el Carmel,147,7065,20
2024,7,Horta-Guinardó,37,el Carmel,147,7066,15
2024,7,Horta-Guinardó,37,el Carmel,147,7067,7
2024,7,Horta-Guinardó,37,el Carmel,147,7068,..
2024,7,Horta-Guinardó,37,el Carmel,147,7069,11
2024,7,Horta-Guinardó,37,el Carmel,147,7070,10
2024,7,Horta-Guinardó,37,el Carmel,148,7071,16
2024,7,Horta-Guinardó,37,el Carmel,148,7072,12
2024,7,Horta-Guinardó,37,el Carmel,148,7073,16
2024,7,Horta-Guinardó,37,el Carmel,148,7074,8
2024,7,Horta-Guinardó,37,el Carmel,148,7075,15
2024,7,Horta-Guinardó,37,el Carmel,148,7076,17
2024,7,Horta-Guinardó,37,el Carmel,148,7077,16
2024,7,Horta-Guinardó,37,el Carmel,148,7078,9
2024,7,Horta-Guinardó,37,el Carmel,148,7079,14
2024,7,Horta-Guinardó,37,el Carmel,148,7080,8
2024,7,Horta-Guinardó,38,la Teixonera,149,7081,26
2024,7,Horta-Guinardó,38,la Teixonera,149,7082,15
2024,7,Horta-Guinardó,38,la Teixonera,149,7083,9
2024,7,Horta-Guinardó,38,la Teixonera,149,7084,9
2024,7,Horta-Guinardó,38,la Teixonera,149,7085,12
2024,7,Horta-Guinardó,38,la Teixonera,149,7086,18
2024,7,Horta-Guinardó,38,la Teixonera,149,7087,17
2024,7,Horta-Guinardó,38,la Teixonera,149,7088,9
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7089,23
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7090,14
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7091,17
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7092,30
2024,7,Horta-Guinardó,39,Sant Genís dels Agudells,150,7093,19
2024,7,Horta-Guinardó,40,Montbau,151,7094,26
2024,7,Horta-Guinardó,40,Montbau,151,7095,13
2024,7,Horta-Guinardó,40,Montbau,151,7096,15
2024,7,Horta-Guinardó,40,Montbau,151,7097,61
2024,7,Horta-Guinardó,41,la Vall d'Hebron,152,7098,18
2024,7,Horta-Guinardó,41,la Vall d'Hebron,152,7099,8
2024,7,Horta-Guinardó,41,la Vall d'Hebron,152,7100,12
2024,7,Horta-Guinardó,41,la Vall d'Hebron,152,7101,39
2024,7,Horta-Guinardó,42,la Clota,153,7102,..
2024,7,Horta-Guinardó,43,Horta,154,7103,12
2024,7,Horta-Guinardó,43,Horta,154,7104,15
2024,7,Horta-Guinardó,43,Horta,154,7105,11
2024,7,Horta-Guinardó,43,Horta,154,7106,20
2024,7,Horta-Guinardó,43,Horta,154,7107,12
2024,7,Horta-Guinardó,43,Horta,154,7108,14
2024,7,Horta-Guinardó,43,Horta,154,7109,13
2024,7,Horta-Guinardó,43,Horta,154,7110,21
2024,7,Horta-Guinardó,43,Horta,154,7111,14
2024,7,Horta-Guinardó,43,Horta,155,7112,14
2024,7,Horta-Guinardó,43,Horta,155,7113,8
2024,7,Horta-Guinardó,43,Horta,155,7114,14
2024,7,Horta-Guinardó,43,Horta,155,7115,13
2024,7,Horta-Guinardó,43,Horta,155,7116,9
2024,7,Horta-Guinardó,43,Horta,155,7117,20
2024,7,Horta-Guinardó,43,Horta,155,7118,12
2024,7,Horta-Guinardó,43,Horta,156,7119,16
2024,7,Horta-Guinardó,43,Horta,156,7120,21
2024,7,Horta-Guinardó,43,Horta,156,7121,17
2024,7,Horta-Guinardó,43,Horta,156,7122,28
2024,7,Horta-Guinardó,43,Horta,156,7123,16
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8001,10
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8002,23
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8003,8
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8004,12
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8005,16
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8006,20
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8007,22
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,157,8008,15
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,158,8009,20
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8010,12
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8011,9
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8012,13
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8013,11
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,159,8014,8
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8015,11
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8016,18
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8017,16
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8018,17
2024,8,Nou Barris,44,Vilapicina i la Torre Llobeta,160,8019,15
2024,8,Nou Barris,45,Porta,161,8020,15
2024,8,Nou Barris,45,Porta,161,8021,18
2024,8,Nou Barris,45,Porta,161,8022,7
2024,8,Nou Barris,45,Porta,161,8023,7
2024,8,Nou Barris,45,Porta,161,8024,13
2024,8,Nou Barris,45,Porta,161,8025,14
2024,8,Nou Barris,45,Porta,161,8026,19
2024,8,Nou Barris,45,Porta,162,8027,16
2024,8,Nou Barris,45,Porta,162,8028,16
2024,8,Nou Barris,45,Porta,162,8029,24
2024,8,Nou Barris,45,Porta,162,8030,13
2024,8,Nou Barris,45,Porta,163,8031,16
2024,8,Nou Barris,45,Porta,163,8032,12
2024,8,Nou Barris,45,Porta,163,8033,12
2024,8,Nou Barris,45,Porta,163,8034,10
2024,8,Nou Barris,45,Porta,163,8035,26
2024,8,Nou Barris,45,Porta,163,8036,14
2024,8,Nou Barris,45,Porta,163,8037,19
2024,8,Nou Barris,46,el Turó de la Peira,164,8038,13
2024,8,Nou Barris,46,el Turó de la Peira,164,8039,23
2024,8,Nou Barris,46,el Turó de la Peira,164,8040,15
2024,8,Nou Barris,46,el Turó de la Peira,164,8041,13
2024,8,Nou Barris,46,el Turó de la Peira,164,8042,18
2024,8,Nou Barris,46,el Turó de la Peira,164,8043,14
2024,8,Nou Barris,46,el Turó de la Peira,165,8044,10
2024,8,Nou Barris,46,el Turó de la Peira,165,8045,10
2024,8,Nou Barris,46,el Turó de la Peira,165,8046,19
2024,8,Nou Barris,46,el Turó de la Peira,165,8047,21
2024,8,Nou Barris,47,Can Peguera,166,8048,11
2024,8,Nou Barris,47,Can Peguera,166,8049,13
2024,8,Nou Barris,48,la Guineueta,167,8050,14
2024,8,Nou Barris,48,la Guineueta,167,8051,12
2024,8,Nou Barris,48,la Guineueta,167,8052,8
2024,8,Nou Barris,48,la Guineueta,167,8053,12
2024,8,Nou Barris,48,la Guineueta,167,8054,16
2024,8,Nou Barris,48,la Guineueta,167,8055,10
2024,8,Nou Barris,48,la Guineueta,167,8215,6
2024,8,Nou Barris,48,la Guineueta,168,8056,19
2024,8,Nou Barris,48,la Guineueta,168,8057,16
2024,8,Nou Barris,48,la Guineueta,168,8058,16
2024,8,Nou Barris,48,la Guineueta,168,8059,12
2024,8,Nou Barris,49,Canyelles,169,8060,11
2024,8,Nou Barris,49,Canyelles,169,8061,17
2024,8,Nou Barris,49,Canyelles,169,8062,7
2024,8,Nou Barris,49,Canyelles,169,8063,8
2024,8,Nou Barris,49,Canyelles,169,8064,12
2024,8,Nou Barris,50,les Roquetes,170,8065,10
2024,8,Nou Barris,50,les Roquetes,170,8066,5
2024,8,Nou Barris,50,les Roquetes,170,8067,8
2024,8,Nou Barris,50,les Roquetes,170,8068,16
2024,8,Nou Barris,50,les Roquetes,170,8069,7
2024,8,Nou Barris,50,les Roquetes,171,8070,9
2024,8,Nou Barris,50,les Roquetes,171,8071,18
2024,8,Nou Barris,50,les Roquetes,171,8072,11
2024,8,Nou Barris,50,les Roquetes,171,8073,14
2024,8,Nou Barris,50,les Roquetes,171,8074,6
2024,8,Nou Barris,51,Verdun,172,8075,16
2024,8,Nou Barris,51,Verdun,172,8076,20
2024,8,Nou Barris,51,Verdun,172,8077,15
2024,8,Nou Barris,51,Verdun,173,8078,11
2024,8,Nou Barris,51,Verdun,173,8079,5
2024,8,Nou Barris,51,Verdun,173,8080,10
2024,8,Nou Barris,51,Verdun,173,8081,7
2024,8,Nou Barris,51,Verdun,173,8082,18
2024,8,Nou Barris,52,la Prosperitat,174,8083,9
2024,8,Nou Barris,52,la Prosperitat,174,8084,13
2024,8,Nou Barris,52,la Prosperitat,174,8085,9
2024,8,Nou Barris,52,la Prosperitat,174,8086,11
2024,8,Nou Barris,52,la Prosperitat,175,8087,13
2024,8,Nou Barris,52,la Prosperitat,175,8088,7
2024,8,Nou Barris,52,la Prosperitat,175,8089,13
2024,8,Nou Barris,52,la Prosperitat,175,8090,13
2024,8,Nou Barris,52,la Prosperitat,175,8091,10
2024,8,Nou Barris,52,la Prosperitat,176,8092,10
2024,8,Nou Barris,52,la Prosperitat,176,8093,14
2024,8,Nou Barris,52,la Prosperitat,176,8094,17
2024,8,Nou Barris,52,la Prosperitat,176,8095,13
2024,8,Nou Barris,52,la Prosperitat,177,8096,12
2024,8,Nou Barris,52,la Prosperitat,177,8097,10
2024,8,Nou Barris,52,la Prosperitat,177,8098,7
2024,8,Nou Barris,52,la Prosperitat,177,8099,10
2024,8,Nou Barris,52,la Prosperitat,177,8100,13
2024,8,Nou Barris,52,la Prosperitat,177,8101,18
2024,8,Nou Barris,52,la Prosperitat,177,8102,39
2024,8,Nou Barris,53,la Trinitat Nova,178,8103,18
2024,8,Nou Barris,53,la Trinitat Nova,178,8104,20
2024,8,Nou Barris,53,la Trinitat Nova,178,8105,17
2024,8,Nou Barris,53,la Trinitat Nova,178,8106,12
2024,8,Nou Barris,53,la Trinitat Nova,178,8107,29
2024,8,Nou Barris,54,Torre Baró,179,8108,9
2024,8,Nou Barris,54,Torre Baró,179,8109,10
2024,8,Nou Barris,55,Ciutat Meridiana,180,8110,13
2024,8,Nou Barris,55,Ciutat Meridiana,180,8111,13
2024,8,Nou Barris,55,Ciutat Meridiana,180,8112,15
2024,8,Nou Barris,55,Ciutat Meridiana,180,8113,13
2024,8,Nou Barris,55,Ciutat Meridiana,180,8114,11
2024,8,Nou Barris,55,Ciutat Meridiana,180,8115,16
2024,8,Nou Barris,56,Vallbona,181,8116,30
2024,9,Sant Andreu,57,la Trinitat Vella,182,9001,11
2024,9,Sant Andreu,57,la Trinitat Vella,182,9002,14
2024,9,Sant Andreu,57,la Trinitat Vella,182,9003,13
2024,9,Sant Andreu,57,la Trinitat Vella,182,9004,11
2024,9,Sant Andreu,57,la Trinitat Vella,182,9005,14
2024,9,Sant Andreu,58,Baró de Viver,183,9006,13
2024,9,Sant Andreu,58,Baró de Viver,183,9007,14
2024,9,Sant Andreu,59,el Bon Pastor,184,9008,..
2024,9,Sant Andreu,59,el Bon Pastor,184,9009,13
2024,9,Sant Andreu,59,el Bon Pastor,185,9010,24
2024,9,Sant Andreu,59,el Bon Pastor,185,9011,14
2024,9,Sant Andreu,59,el Bon Pastor,185,9013,13
2024,9,Sant Andreu,59,el Bon Pastor,185,9014,18
2024,9,Sant Andreu,59,el Bon Pastor,185,9015,9
2024,9,Sant Andreu,60,Sant Andreu,186,9016,11
2024,9,Sant Andreu,60,Sant Andreu,186,9017,14
2024,9,Sant Andreu,60,Sant Andreu,186,9018,5
2024,9,Sant Andreu,60,Sant Andreu,186,9019,7
2024,9,Sant Andreu,60,Sant Andreu,186,9020,18
2024,9,Sant Andreu,60,Sant Andreu,186,9021,11
2024,9,Sant Andreu,60,Sant Andreu,186,9022,16
2024,9,Sant Andreu,60,Sant Andreu,186,9023,10
2024,9,Sant Andreu,60,Sant Andreu,187,9024,12
2024,9,Sant Andreu,60,Sant Andreu,187,9025,12
2024,9,Sant Andreu,60,Sant Andreu,187,9026,10
2024,9,Sant Andreu,60,Sant Andreu,187,9027,11
2024,9,Sant Andreu,60,Sant Andreu,188,9028,..
2024,9,Sant Andreu,60,Sant Andreu,188,9029,9
2024,9,Sant Andreu,60,Sant Andreu,188,9030,7
2024,9,Sant Andreu,60,Sant Andreu,188,9031,8
2024,9,Sant Andreu,60,Sant Andreu,189,9032,12
2024,9,Sant Andreu,60,Sant Andreu,189,9033,26
2024,9,Sant Andreu,60,Sant Andreu,190,9034,24
2024,9,Sant Andreu,60,Sant Andreu,190,9035,10
2024,9,Sant Andreu,60,Sant Andreu,190,9036,10
2024,9,Sant Andreu,60,Sant Andreu,190,9037,17
2024,9,Sant Andreu,60,Sant Andreu,190,9038,12
2024,9,Sant Andreu,60,Sant Andreu,190,9039,21
2024,9,Sant Andreu,60,Sant Andreu,191,9040,22
2024,9,Sant Andreu,60,Sant Andreu,191,9041,16
2024,9,Sant Andreu,60,Sant Andreu,191,9042,8
2024,9,Sant Andreu,60,Sant Andreu,191,9043,10
2024,9,Sant Andreu,60,Sant Andreu,191,9044,13
2024,9,Sant Andreu,60,Sant Andreu,191,9045,12
2024,9,Sant Andreu,60,Sant Andreu,192,9046,11
2024,9,Sant Andreu,60,Sant Andreu,192,9047,16
2024,9,Sant Andreu,60,Sant Andreu,192,9048,15
2024,9,Sant Andreu,60,Sant Andreu,192,9049,..
2024,9,Sant Andreu,60,Sant Andreu,192,9050,12
2024,9,Sant Andreu,60,Sant Andreu,192,9051,17
2024,9,Sant Andreu,60,Sant Andreu,192,9052,11
2024,9,Sant Andreu,60,Sant Andreu,192,9053,14
2024,9,Sant Andreu,60,Sant Andreu,192,9054,18
2024,9,Sant Andreu,61,la Sagrera,193,9055,15
2024,9,Sant Andreu,61,la Sagrera,193,9056,15
2024,9,Sant Andreu,61,la Sagrera,193,9057,11
2024,9,Sant Andreu,61,la Sagrera,193,9058,10
2024,9,Sant Andreu,61,la Sagrera,193,9059,11
2024,9,Sant Andreu,61,la Sagrera,193,9060,11
2024,9,Sant Andreu,61,la Sagrera,193,9156,13
2024,9,Sant Andreu,61,la Sagrera,194,9061,16
2024,9,Sant Andreu,61,la Sagrera,194,9062,14
2024,9,Sant Andreu,61,la Sagrera,195,9063,9
2024,9,Sant Andreu,61,la Sagrera,195,9064,10
2024,9,Sant Andreu,61,la Sagrera,195,9065,16
2024,9,Sant Andreu,61,la Sagrera,195,9066,10
2024,9,Sant Andreu,61,la Sagrera,195,9067,9
2024,9,Sant Andreu,61,la Sagrera,196,9068,22
2024,9,Sant Andreu,61,la Sagrera,196,9069,14
2024,9,Sant Andreu,61,la Sagrera,196,9070,20
2024,9,Sant Andreu,61,la Sagrera,196,9071,17
2024,9,Sant Andreu,61,la Sagrera,196,9072,13
2024,9,Sant Andreu,61,la Sagrera,196,9073,8
2024,9,Sant Andreu,62,el Congrés i els Indians,197,9074,19
2024,9,Sant Andreu,62,el Congrés i els Indians,197,9075,8
2024,9,Sant Andreu,62,el Congrés i els Indians,197,9076,15
2024,9,Sant Andreu,62,el Congrés i els Indians,197,9077,19
2024,9,Sant Andreu,62,el Congrés i els Indians,198,9078,11
2024,9,Sant Andreu,62,el Congrés i els Indians,198,9079,15
2024,9,Sant Andreu,62,el Congrés i els Indians,198,9080,12
2024,9,Sant Andreu,62,el Congrés i els Indians,198,9081,21
2024,9,Sant Andreu,62,el Congrés i els Indians,198,9082,17
2024,9,Sant Andreu,63,Navas,199,9083,17
2024,9,Sant Andreu,63,Navas,199,9084,13
2024,9,Sant Andreu,63,Navas,199,9085,23
2024,9,Sant Andreu,63,Navas,199,9086,18
2024,9,Sant Andreu,63,Navas,199,9087,15
2024,9,Sant Andreu,63,Navas,199,9088,17
2024,9,Sant Andreu,63,Navas,199,9089,13
2024,9,Sant Andreu,63,Navas,200,9090,14
2024,9,Sant Andreu,63,Navas,200,9091,17
2024,9,Sant Andreu,63,Navas,200,9092,20
2024,9,Sant Andreu,63,Navas,200,9093,10
2024,9,Sant Andreu,63,Navas,200,9094,13
2024,9,Sant Andreu,63,Navas,200,9095,23
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,201,10001,15
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,201,10002,12
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,201,10003,21
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,201,10004,14
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,201,10005,26
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10006,16
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10007,..
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10008,12
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10009,22
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10010,23
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,202,10011,15
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10012,20
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10013,17
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10014,..
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10015,10
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10016,7
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10017,20
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,203,10018,9
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,204,10019,17
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,204,10020,14
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,204,10021,11
2024,10,Sant Martí,64,el Camp de l'Arpa del Clot,204,10022,7
