Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2025-01-01,2,Eixample,5,el Fort Pienc,21,2012,1612
2025-01-01,2,Eixample,5,el Fort Pienc,21,2013,1166
2025-01-01,2,Eixample,5,el Fort Pienc,22,2014,1409
2025-01-01,2,Eixample,5,el Fort Pienc,22,2015,1681
2025-01-01,2,Eixample,5,el Fort Pienc,22,2016,1918
2025-01-01,2,Eixample,5,el Fort Pienc,22,2017,2007
2025-01-01,2,Eixample,5,el Fort Pienc,22,2018,1889
2025-01-01,2,Eixample,5,el Fort Pienc,22,2019,1998
2025-01-01,2,Eixample,5,el Fort Pienc,22,2020,1675
2025-01-01,2,Eixample,6,la Sagrada Família,23,2021,1482
2025-01-01,2,Eixample,6,la Sagrada Família,23,2022,1341
2025-01-01,2,Eixample,6,la Sagrada Família,23,2023,1045
2025-01-01,2,Eixample,6,la Sagrada Família,23,2024,1179
2025-01-01,2,Eixample,6,la Sagrada Família,24,2025,1244
2025-01-01,2,Eixample,6,la Sagrada Família,24,2026,2118
2025-01-01,2,Eixample,6,la Sagrada Família,24,2027,2141
2025-01-01,2,Eixample,6,la Sagrada Família,24,2028,2072
2025-01-01,2,Eixample,6,la Sagrada Família,24,2029,1262
2025-01-01,2,Eixample,6,la Sagrada Família,24,2030,1478
2025-01-01,2,Eixample,6,la Sagrada Família,24,2031,1035
2025-01-01,2,Eixample,6,la Sagrada Família,24,2032,1227
2025-01-01,2,Eixample,6,la Sagrada Família,25,2033,1227
2025-01-01,2,Eixample,6,la Sagrada Família,25,2034,1218
2025-01-01,2,Eixample,6,la Sagrada Família,25,2035,1371
2025-01-01,2,Eixample,6,la Sagrada Família,25,2036,1199
2025-01-01,2,Eixample,6,la Sagrada Família,25,2037,1183
2025-01-01,2,Eixample,6,la Sagrada Família,25,2038,1529
2025-01-01,2,Eixample,6,la Sagrada Família,25,2039,1861
2025-01-01,2,Eixample,6,la Sagrada Família,25,2040,1797
2025-01-01,2,Eixample,6,la Sagrada Família,26,2041,1706
2025-01-01,2,Eixample,6,la Sagrada Família,26,2042,1717
2025-01-01,2,Eixample,6,la Sagrada Família,26,2043,1522
2025-01-01,2,Eixample,6,la Sagrada Família,26,2044,1347
2025-01-01,2,Eixample,6,la Sagrada Família,26,2045,1165
2025-01-01,2,Eixample,6,la Sagrada Família,26,2046,2015
2025-01-01,2,Eixample,6,la Sagrada Família,26,2047,1978
2025-01-01,2,Eixample,6,la Sagrada Família,26,2048,1367
2025-01-01,2,Eixample,6,la Sagrada Família,27,2049,2173
2025-01-01,2,Eixample,6,la Sagrada Família,27,2050,1718
2025-01-01,2,Eixample,6,la Sagrada Família,27,2051,1951
2025-01-01,2,Eixample,6,la Sagrada Família,27,2052,1904
2025-01-01,2,Eixample,6,la Sagrada Família,27,2053,1962
2025-01-01,2,Eixample,6,la Sagrada Família,27,2054,2021
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,1870
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,1597
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,1252
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,1469
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,1729
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,1727
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,1432
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,1657
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,1201
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,1376
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,1900
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,1809
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,1723
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,1711
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,1410
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,1320
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,1687
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,1278
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,1780
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,1284
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,1248
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,1644
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,1897
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,1427
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,1472
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,1598
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,2172
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,997
2025-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,2000
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,2084
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,1495
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,1436
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,1446
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,1747
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,1872
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,1851
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,2497
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,1810
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,1742
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,1532
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,1571
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,1437
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,1171
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,1540
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,1564
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,1393
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,2279
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,1428
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,1710
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,1161
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,2245
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,1495
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,1632
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,1639
2025-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,2244
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,1965
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,1974
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,1301
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,2271
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,1683
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,1427
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,995
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,1265
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,1470
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,1293
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,1156
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,1283
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,1104
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,1148
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,1144
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,1691
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,1446
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,1270
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,1348
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,1576
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,1086
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,1150
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,1050
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,875
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,1494
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,2129
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,910
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,1484
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,1936
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,1763
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,1905
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,1249
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,2001
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,1573
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,1565
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,1303
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,1239
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,2137
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,1584
2025-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,1879
2025-01-01,2,Eixample,10,Sant Antoni,51,2150,1574
2025-01-01,2,Eixample,10,Sant Antoni,51,2151,1544
2025-01-01,2,Eixample,10,Sant Antoni,51,2152,1249
2025-01-01,2,Eixample,10,Sant Antoni,51,2153,1378
2025-01-01,2,Eixample,10,Sant Antoni,51,2154,1032
2025-01-01,2,Eixample,10,Sant Antoni,51,2155,1867
2025-01-01,2,Eixample,10,Sant Antoni,51,2156,1356
2025-01-01,2,Eixample,10,Sant Antoni,51,2157,1295
2025-01-01,2,Eixample,10,Sant Antoni,52,2158,1722
2025-01-01,2,Eixample,10,Sant Antoni,52,2159,2000
2025-01-01,2,Eixample,10,Sant Antoni,52,2160,2051
2025-01-01,2,Eixample,10,Sant Antoni,52,2161,1130
2025-01-01,2,Eixample,10,Sant Antoni,52,2162,1443
2025-01-01,2,Eixample,10,Sant Antoni,53,2163,1848
2025-01-01,2,Eixample,10,Sant Antoni,53,2164,1625
2025-01-01,2,Eixample,10,Sant Antoni,53,2165,1706
2025-01-01,2,Eixample,10,Sant Antoni,54,2166,2098
2025-01-01,2,Eixample,10,Sant Antoni,54,2167,2282
2025-01-01,2,Eixample,10,Sant Antoni,54,2168,2303
2025-01-01,2,Eixample,10,Sant Antoni,55,2169,1515
2025-01-01,2,Eixample,10,Sant Antoni,55,2170,1522
2025-01-01,2,Eixample,10,Sant Antoni,55,2171,1657
2025-01-01,2,Eixample,10,Sant Antoni,55,2172,1496
2025-01-01,2,Eixample,10,Sant Antoni,55,2173,1530
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3001,1731
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3002,1921
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3003,1705
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3004,1563
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3005,1209
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3006,1430
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3007,1722
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3008,1198
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,56,3009,1274
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3010,1916
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3011,1811
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3012,2192
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3013,1821
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3014,1789
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3015,3149
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3016,1252
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,57,3017,1675
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3018,1735
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3019,1519
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3020,1262
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3021,1081
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,58,3022,1487
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3023,1815
2025-01-01,3,Sants-Montjuïc,11,el Poble-sec,59,3024,2043
2025-01-01,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,2876
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3026,1014
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3027,1746
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3028,2721
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3029,1324
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,61,3030,1623
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3031,2416
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3032,1814
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3033,1570
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3034,1543
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,62,3211,1528
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3035,2293
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3036,2433
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3037,992
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3212,2533
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,63,3213,2442
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,64,3038,976
2025-01-01,3,Sants-Montjuïc,13,la Marina de Port,64,3039,2679
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3040,1986
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3041,1402
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3042,1391
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3043,1637
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3044,1840
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3045,1121
2025-01-01,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3046,1483
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3047,1780
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3048,1706
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3049,1713
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,66,3050,1691
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3051,1886
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3052,1412
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3053,2299
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3054,1669
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3055,1647
2025-01-01,3,Sants-Montjuïc,15,Hostafrancs,67,3056,995
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3057,1528
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3058,1858
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3059,1319
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3060,1414
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,68,3061,1209
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3062,1718
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3063,2071
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3064,2210
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3065,1400
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3066,2374
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3067,1745
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3068,1188
2025-01-01,3,Sants-Montjuïc,16,la Bordeta,69,3069,1208
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3070,1336
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3071,1425
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3072,1389
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3073,1622
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3074,1841
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3075,1809
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3076,1077
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3077,1439
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3078,1818
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3079,1850
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,70,3080,1593
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3081,2072
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3082,1896
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3083,1384
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3084,1459
2025-01-01,3,Sants-Montjuïc,17,Sants - Badal,71,3085,1328
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3086,1280
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3087,1505
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3088,1386
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3089,1212
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3090,1018
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3091,1484
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3092,1236
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3093,1460
2025-01-01,3,Sants-Montjuïc,18,Sants,72,3094,1239
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3095,1639
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3096,1618
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3097,1677
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3098,1603
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3099,1075
2025-01-01,3,Sants-Montjuïc,18,Sants,73,3100,1317
2025-01-01,3,Sants-Montjuïc,18,Sants,74,3101,7144
2025-01-01,3,Sants-Montjuïc,18,Sants,74,3102,1383
2025-01-01,3,Sants-Montjuïc,18,Sants,74,3103,1145
2025-01-01,3,Sants-Montjuïc,18,Sants,74,3104,1498
2025-01-01,3,Sants-Montjuïc,18,Sants,75,3105,1255
2025-01-01,3,Sants-Montjuïc,18,Sants,75,3106,1334
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3107,1816
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3108,1622
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3109,1552
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3110,1487
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3111,1319
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3112,1905
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3113,1556
2025-01-01,3,Sants-Montjuïc,18,Sants,76,3114,1474
2025-01-01,4,Les Corts,19,les Corts,77,4001,1287
2025-01-01,4,Les Corts,19,les Corts,77,4002,1938
2025-01-01,4,Les Corts,19,les Corts,77,4003,1069
2025-01-01,4,Les Corts,19,les Corts,77,4004,1055
2025-01-01,4,Les Corts,19,les Corts,77,4005,1231
2025-01-01,4,Les Corts,19,les Corts,77,4006,1194
2025-01-01,4,Les Corts,19,les Corts,77,4007,1104
2025-01-01,4,Les Corts,19,les Corts,77,4008,1048
2025-01-01,4,Les Corts,19,les Corts,77,4009,1457
2025-01-01,4,Les Corts,19,les Corts,78,4010,885
2025-01-01,4,Les Corts,19,les Corts,78,4011,1752
2025-01-01,4,Les Corts,19,les Corts,78,4012,1320
2025-01-01,4,Les Corts,19,les Corts,78,4013,1182
2025-01-01,4,Les Corts,19,les Corts,78,4014,784
2025-01-01,4,Les Corts,19,les Corts,78,4015,1915
2025-01-01,4,Les Corts,19,les Corts,78,4016,1088
2025-01-01,4,Les Corts,19,les Corts,79,4017,1177
2025-01-01,4,Les Corts,19,les Corts,79,4018,1546
2025-01-01,4,Les Corts,19,les Corts,79,4019,1457
2025-01-01,4,Les Corts,19,les Corts,79,4020,1435
2025-01-01,4,Les Corts,19,les Corts,79,4021,1334
2025-01-01,4,Les Corts,19,les Corts,80,4022,1674
2025-01-01,4,Les Corts,19,les Corts,81,4023,1049
2025-01-01,4,Les Corts,19,les Corts,81,4024,1011
2025-01-01,4,Les Corts,19,les Corts,82,4025,1166
2025-01-01,4,Les Corts,19,les Corts,82,4026,1240
2025-01-01,4,Les Corts,19,les Corts,82,4027,1433
2025-01-01,4,Les Corts,19,les Corts,83,4028,1336
2025-01-01,4,Les Corts,19,les Corts,83,4029,1130
2025-01-01,4,Les Corts,19,les Corts,83,4030,1797
2025-01-01,4,Les Corts,19,les Corts,84,4031,2386
2025-01-01,4,Les Corts,19,les Corts,84,4032,1597
2025-01-01,4,Les Corts,19,les Corts,84,4033,1191
2025-01-01,4,Les Corts,19,les Corts,84,4034,1411
2025-01-01,4,Les Corts,19,les Corts,84,4035,1378
